fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,distance_km,hour,day_of_week,month
69.32,2025-07-14 15:31:47,-73.86445526722898,40.73042605140807,-73.74212558762797,40.65065165227259,4,13.6,15,0,7
104.11,2025-05-05 09:37:38,-73.73944441305896,40.945852354724835,-73.96283061503112,40.70273630579131,2,32.93,9,0,5
70.42,2024-09-04 23:36:12,-73.79277259933902,40.73676164036588,-73.74901736035953,40.842715950978224,3,12.34,23,2,9
38.98,2025-05-01 20:05:27,-74.01339231741855,40.82001758923823,-73.99580103619779,40.787780331414496,2,3.88,20,3,5
59.13,2025-07-20 20:59:04,-73.97000116025404,40.64213215758961,-73.89760961010816,40.57242315289375,2,9.87,20,6,7
106.27,2025-01-11 16:33:00,-73.76666152171283,40.67903604508202,-73.91533639818776,40.92897736989708,1,30.48,16,5,1
93.39,2025-03-21 15:13:32,-73.7274087014331,40.57492762630262,-73.81588144773053,40.81377827359776,4,27.59,15,4,3
91.68,2025-02-11 17:20:55,-74.04063040039112,40.90843004713286,-73.81877090032908,40.870414638527635,1,19.12,17,1,2
97.08,2025-03-29 16:01:30,-73.77551099531023,40.76483877695436,-74.01705685038576,40.56792632303026,2,29.91,16,5,3
166.45,2024-09-28 14:19:56,-73.75850542869948,40.92648166264085,-73.98573068819178,40.57437201145781,1,43.58,14,5,9
126.64,2025-01-09 15:01:58,-73.86432381484119,40.58331434400687,-74.04713287524064,40.80794641913775,2,29.35,15,3,1
83.78,2025-08-12 07:24:19,-73.83911970845458,40.627980595920604,-73.89092926248628,40.864306038343585,2,26.64,7,1,8
60.57,2025-03-27 14:30:09,-73.79309247652758,40.660376092379465,-73.77055674383288,40.75679601230949,1,10.89,14,3,3
29.94,2024-09-02 11:07:07,-73.9370216058842,40.837728121581854,-73.92593113457127,40.815840673408466,3,2.61,11,0,9
77.83,2024-10-27 06:50:21,-73.83466961392234,40.75273558011374,-73.73478057742892,40.56615242641102,4,22.39,6,6,10
63.73,2024-09-08 15:00:31,-73.71894330376054,40.831559839434476,-73.81128595986968,40.73076363351084,4,13.64,15,6,9
108.5,2025-07-23 00:07:00,-73.78994464856859,40.849326259821034,-73.98906956489535,40.61013661030923,1,31.45,0,2,7
38.68,2025-06-18 18:26:48,-73.92519277215604,40.84115287861385,-73.9592326330366,40.80416920797091,2,5.01,18,2,6
93.85,2024-12-06 16:17:42,-73.73219990520593,40.66522702525501,-74.0145982921698,40.79620366384817,3,27.9,16,4,12
110.76,2025-06-04 06:35:43,-73.746697249484,40.86785389342045,-74.00799905115733,40.617214364213346,4,35.52,6,2,6
64.94,2025-06-04 16:53:36,-74.03164219549174,40.84934482380265,-73.85717906994334,40.762856598446085,3,17.55,16,2,6
48.07,2024-09-05 07:00:56,-73.9736337641182,40.574226908537526,-73.92790389934633,40.64266806697913,2,8.53,7,3,9
38.82,2025-01-19 13:23:22,-73.86969967612251,40.61969121564752,-73.84389225913355,40.64124416031009,3,3.24,13,6,1
96.95,2025-07-18 19:19:31,-73.92452444317553,40.692011152330885,-73.80773062399531,40.8998803554444,2,25.12,19,4,7
61.14,2024-12-28 19:50:26,-73.71328339065512,40.715346809500424,-73.8574494832742,40.791968186732035,1,14.83,19,5,12
51.25,2025-02-09 08:29:15,-73.85172255187123,40.93082744873998,-73.91054432647422,40.82162552526912,4,13.11,8,6,2
109.31,2025-05-15 05:50:36,-74.02142167573106,40.58506485608036,-73.96522464885973,40.91747341104554,1,37.26,5,3,5
75.61,2025-03-01 21:03:58,-74.01047463966822,40.56867731886258,-73.95494126007333,40.744048333887996,4,20.06,21,5,3
60.67,2025-02-24 09:26:39,-73.83323095106681,40.792337961368084,-73.81923208333069,40.93058191369888,4,15.42,9,0,2
62.3,2024-12-21 14:27:47,-74.04956863743921,40.71011204933821,-73.98331942100661,40.60554647912907,1,12.9,14,5,12
50.98,2024-09-01 15:42:00,-74.0270121562408,40.76216863694412,-73.9078301088507,40.81007226721194,1,11.36,15,6,9
92.97,2024-10-13 13:48:31,-73.7465703494885,40.901996876858206,-73.78642220851326,40.70729928124277,3,21.91,13,6,10
66.04,2025-03-08 22:40:53,-73.77087903374628,40.741167028050896,-73.75958241960878,40.57302459276162,3,18.72,22,5,3
99.71,2025-01-11 20:16:19,-73.79095277436075,40.828036355121654,-73.85311919173667,40.596322375329294,3,26.29,20,5,1
97.02,2025-08-16 07:28:21,-74.02610178731719,40.660665481154226,-73.70206857334733,40.653097206865574,1,27.35,7,5,8
41.33,2025-06-25 04:52:49,-73.83743021378811,40.61047929761765,-73.8729869633255,40.667016881331726,4,6.97,4,2,6
50.84,2024-10-16 01:16:28,-73.87981307885181,40.79008870930753,-73.78754451349208,40.77463395740921,4,7.96,1,2,10
105.62,2025-03-01 13:49:01,-74.03310848801677,40.716818463506435,-73.79977917261382,40.58558756346006,2,24.5,13,5,3
51.02,2025-02-19 06:16:49,-73.88569607172701,40.65566842360183,-73.83989269461144,40.76142292646675,1,12.38,6,2,2
58.84,2025-04-15 15:29:03,-73.99117125366635,40.909717315387674,-73.94416457431645,40.81157007241918,4,11.61,15,1,4
97.17,2024-12-25 20:12:12,-73.76041942847861,40.92333923424925,-73.72172542240448,40.67164204305612,2,28.18,20,2,12
55.74,2025-02-20 21:30:14,-73.92618326426395,40.71257777216419,-73.92897710593418,40.6085361528646,1,11.57,21,3,2
52.55,2025-02-10 06:49:39,-73.79642250520394,40.879395520770096,-73.70782149536926,40.81021784673959,1,10.71,6,0,2
46.66,2025-02-10 05:54:26,-73.72953148207654,40.65701816348286,-73.77895835604004,40.70051988548874,1,6.39,5,0,2
73.6,2024-10-09 15:41:57,-73.7882742859446,40.66976594560285,-74.02003810915593,40.70762671848376,1,19.99,15,2,10
143.21,2025-02-15 22:34:37,-73.85747936562056,40.64678155028266,-74.02386924979632,40.94011911339901,1,35.5,22,5,2
48.99,2024-12-22 21:38:59,-73.94872853564651,40.617332398406965,-74.04371901476047,40.583399025405306,1,8.86,21,6,12
84.5,2025-03-31 20:25:28,-73.72961673466094,40.573793757405,-73.71156612692204,40.72546836974639,3,16.93,20,0,3
89.2,2025-04-12 05:44:04,-73.77414289208913,40.77964783410165,-73.83627234020587,40.553796638775694,4,25.65,5,5,4
42.57,2025-08-15 07:53:46,-73.75280175617402,40.90350799701081,-73.7027972522467,40.86001123542358,3,6.41,7,4,8
114.91,2025-01-07 07:11:22,-74.01481542009542,40.837458443388755,-73.7302716773238,40.67957711233351,1,29.71,7,1,1
68.77,2025-08-02 20:48:05,-73.80486317311461,40.61869489914625,-73.89476468650284,40.77533193824253,1,18.99,20,5,8
35.79,2025-05-10 14:33:18,-73.88052165750713,40.91567264805789,-73.91235696266905,40.89673745102407,3,3.4,14,5,5
31.63,2025-08-14 06:12:37,-73.94229109638918,40.83024081614206,-73.90848799667036,40.839608593447664,1,3.03,6,3,8
86.26,2025-02-15 15:31:22,-73.72646952246524,40.63165997359363,-73.70029050226981,40.79200706892473,2,17.97,15,5,2
43.65,2025-07-29 20:42:26,-74.00496465914598,40.60605585974295,-74.03632404413766,40.68312208272642,3,8.97,20,1,7
65.92,2024-09-06 09:48:15,-73.8893559563251,40.77554292193263,-73.77071098230535,40.71841656020667,4,11.84,9,4,9
80.39,2025-05-20 03:25:58,-73.80244248261492,40.72044720719254,-73.86226018454903,40.55337242149752,4,19.25,3,1,5
81.19,2025-03-02 07:12:07,-73.90949945808477,40.84826246654464,-73.97349862939018,40.633514289620464,3,24.48,7,6,3
105.65,2025-05-27 12:50:03,-74.04489387026615,40.650522879337544,-73.80835364106686,40.914813192189165,1,35.5,12,1,5
67.71,2025-01-02 05:12:25,-73.91681307006097,40.6257426766397,-73.80381451181769,40.75841313937103,1,17.56,5,3,1
97.18,2024-09-14 12:11:23,-73.76052356095363,40.62661048060848,-74.02674767350872,40.6622266054161,2,22.81,12,5,9
75.37,2025-06-10 08:12:51,-73.94686211292243,40.90650578803758,-73.82980792109804,40.806046365101544,2,14.89,8,1,6
68.19,2024-11-18 04:07:58,-73.77143544502941,40.680399287743484,-73.93742755477842,40.55735113383009,3,19.58,4,0,11
52.91,2025-04-05 12:14:03,-73.8634006168804,40.56787903564175,-73.97799276303141,40.62215528548162,4,11.4,12,5,4
69.45,2025-07-25 22:17:19,-73.74020623778793,40.71011280482946,-73.70900167009549,40.568210128155826,1,16.0,22,4,7
57.38,2025-01-01 20:17:45,-73.77632071939867,40.86639188733383,-73.79940108947659,40.749637068857936,3,13.13,20,2,1
42.14,2025-03-20 14:31:30,-74.00377813892113,40.885267946421926,-74.03418546322183,40.820956088237956,2,7.59,14,3,3
121.56,2025-01-14 15:11:30,-73.9731287354587,40.88874666737801,-73.84734091910343,40.556984283781226,1,38.38,15,1,1
64.73,2024-10-15 00:20:38,-74.03741370828988,40.599537836757094,-74.02185046623157,40.74979647187752,3,16.76,0,1,10
49.0,2025-04-10 16:58:17,-73.91594322500532,40.75169295217638,-73.82411751977213,40.68130533453839,4,11.01,16,3,4
115.46,2025-04-10 23:29:44,-73.72637742404355,40.574108668477734,-73.81585504498622,40.85050950080181,2,31.65,23,3,4
80.72,2025-06-15 00:50:53,-73.98956217296279,40.70787721691213,-74.01528595233273,40.8908477497041,2,20.46,0,6,6
65.98,2025-07-16 13:34:08,-73.97094980899115,40.67269670521025,-73.8008530939454,40.74618963173616,4,16.5,13,2,7
25.85,2024-10-04 06:23:15,-73.86705341927144,40.83117412607604,-73.86977102590555,40.83950926243002,1,0.95,6,4,10
91.33,2024-11-13 19:44:42,-73.9978597830701,40.6090412490678,-73.84952172308954,40.82942461646541,1,27.51,19,2,11
95.77,2025-07-26 15:39:22,-73.74055526554397,40.9008073034302,-73.85921078072606,40.64126639225486,3,30.54,15,5,7
68.73,2025-03-07 18:49:44,-73.74495490547386,40.77327587191715,-73.77910664311432,40.944766211145456,1,19.28,18,4,3
86.21,2025-06-19 12:59:00,-73.87632240896295,40.83169683046766,-73.77311458709967,40.657933333048696,3,21.19,12,3,6
62.61,2025-08-17 01:08:13,-73.7186077115012,40.82832256168191,-73.86573842942241,40.81717015592368,3,12.44,1,6,8
120.36,2024-11-03 00:05:03,-73.70387342608667,40.88954728391626,-74.00877071759744,40.72842533061271,3,31.3,0,6,11
137.33,2025-02-23 09:18:02,-74.03004757138396,40.89861923255346,-73.98125253858537,40.55227963999207,1,38.73,9,6,2
113.58,2024-12-24 10:06:20,-73.9630774455669,40.91650128755679,-73.91620011058554,40.68179869244237,2,26.39,10,1,12
71.11,2024-08-27 02:35:45,-74.02814906763955,40.68679012231868,-73.96708928432717,40.82867787267531,2,16.59,2,1,8
90.2,2025-05-12 20:54:52,-73.98241783788657,40.60075997884919,-73.79559278470961,40.80835770385548,1,27.94,20,0,5
116.57,2024-12-09 15:12:16,-73.92703593928057,40.89847642854103,-73.70645211834245,40.62474183840496,2,35.66,15,0,12
68.07,2025-07-24 03:49:07,-73.9283839748009,40.69162322516899,-73.777455230561,40.653609176728224,2,13.41,3,3,7
60.18,2025-01-07 02:08:22,-73.99688978601442,40.69590720706488,-73.91405590668506,40.59348693362697,1,13.36,2,1,1
74.75,2025-05-28 21:27:36,-73.96084364877908,40.79412950564048,-74.03626372690297,40.89871308515765,3,13.25,21,2,5
52.16,2025-08-11 06:49:19,-74.04246786885388,40.76473580781956,-73.95830973941398,40.71913491843886,3,8.72,6,0,8
61.74,2025-02-28 02:24:44,-73.85315312770439,40.91901729966406,-73.70910760144666,40.8778801268444,1,12.94,2,4,2
90.05,2024-09-20 10:18:27,-74.01242973705777,40.75362491594298,-74.01603513406624,40.57933608671463,1,19.38,10,4,9
41.0,2024-09-21 14:13:12,-73.81794217060224,40.691071906149034,-73.86917881318251,40.715848717944574,4,5.12,14,5,9
70.32,2025-01-20 21:32:09,-73.81624330647871,40.6633600497549,-73.7511213380748,40.80555991065141,2,16.74,21,0,1
57.07,2024-09-25 20:33:03,-73.87402267779606,40.77373977896242,-73.982900703892,40.70492488410563,3,11.95,20,2,9
34.47,2025-02-08 23:18:00,-73.74756138933726,40.7218511535381,-73.77207590637907,40.754337456680396,3,4.16,23,5,2
127.68,2024-08-19 08:20:21,-73.72630204691247,40.89202365223678,-73.89628786995868,40.62447338834285,1,33.02,8,0,8
55.79,2025-05-11 05:56:09,-73.8829631111632,40.785150500289326,-73.79647005373722,40.830894015521274,2,8.88,5,6,5
33.47,2024-10-28 05:55:29,-73.84784402130114,40.817757883825124,-73.79970790344643,40.833675200597455,1,4.42,5,0,10
55.13,2025-01-24 15:30:50,-73.87914155346637,40.60494522664711,-73.77386791656515,40.58999218149682,4,9.04,15,4,1
102.22,2025-06-09 09:26:08,-74.00344728415364,40.657005724718296,-73.7184602904297,40.57301489538472,3,25.8,9,0,6
55.64,2024-12-15 10:20:35,-74.038615248535,40.79139175044749,-74.04881627546777,40.89343713493466,3,11.38,10,6,12
111.83,2025-06-07 00:35:05,-73.71919088686973,40.80588426215278,-74.01828274363145,40.57419023211137,3,36.05,0,5,6
68.34,2024-09-23 11:09:32,-73.96001964501988,40.58940683849668,-73.96548718786964,40.72846960567873,3,15.47,11,0,9
124.6,2025-05-12 01:51:37,-73.77622029654381,40.90166100788591,-73.94376742552018,40.57439913784829,4,39.03,1,0,5
56.12,2025-05-30 15:02:34,-73.97050928325595,40.751527669951194,-73.8264002719226,40.70277999900299,2,13.3,15,4,5
85.77,2025-07-02 13:33:21,-73.89155488785413,40.722709742425785,-73.70484223840067,40.78801207475751,2,17.32,13,2,7
55.04,2025-08-07 15:49:38,-73.89764310788044,40.7817325335386,-73.77042377531619,40.81186576471112,2,11.22,15,3,8
118.99,2025-07-08 16:08:42,-73.83592281738242,40.918898667701825,-73.7711336357955,40.56068522448228,1,40.2,16,1,7
112.86,2024-11-29 21:21:23,-73.80132738057598,40.571668234080676,-73.87299235823929,40.89795763236166,1,36.78,21,4,11
41.17,2025-02-10 01:41:04,-73.82246675148036,40.625815072471774,-73.7824558271989,40.66658513256375,2,5.65,1,0,2
118.1,2025-01-27 11:44:09,-73.73371712343481,40.948787522585434,-73.90416209971382,40.711691445645364,4,30.01,11,0,1
81.71,2024-10-05 07:19:01,-74.04366422991936,40.563258517266306,-73.98937138266751,40.73318331257693,2,19.44,7,5,10
121.13,2025-03-28 23:23:05,-73.78663216603033,40.561531291843515,-73.93309842033773,40.89558011736148,4,39.14,23,4,3
49.29,2024-10-07 20:31:25,-73.76956727522503,40.805255514924944,-73.76610454125093,40.7385386735708,3,7.42,20,0,10
74.02,2025-07-22 11:46:53,-73.85055275956742,40.85536081677422,-73.98080352312346,40.67600801185809,1,22.76,11,1,7
55.27,2024-12-05 18:13:07,-73.95798629920847,40.7891961192225,-73.83849257507451,40.85272074035432,2,12.29,18,3,12
75.03,2025-07-07 14:16:50,-73.91012477176385,40.840441196224376,-73.74344610324512,40.914497515236526,1,16.25,14,0,7
42.68,2025-05-18 21:21:21,-73.79061248558335,40.75299112663538,-73.78909634629214,40.80500130905553,1,5.78,21,6,5
72.85,2025-05-09 23:55:19,-73.86253727433366,40.56396314298879,-73.88865666516128,40.69416096029829,3,14.64,23,4,5
55.17,2024-12-28 12:17:38,-73.91028165703071,40.80885396776443,-73.82167592188212,40.724712633930736,1,11.97,12,5,12
55.3,2025-07-21 07:49:01,-73.81226662747777,40.597555066158144,-73.88344155269904,40.650952541341205,4,8.45,7,0,7
66.78,2025-01-25 23:45:49,-73.88683949999238,40.59985573249991,-73.99715136682283,40.71821440573166,1,16.12,23,5,1
67.56,2024-10-28 11:19:58,-73.79884641799329,40.75897641908933,-73.94299217896668,40.87060353055483,4,17.36,11,0,10
71.77,2025-07-06 11:51:39,-73.98342333030757,40.6638437636915,-73.97700326419164,40.7853885978284,1,13.53,11,6,7
87.62,2025-08-01 19:52:35,-73.80159496604915,40.94008321765137,-73.77495790804088,40.709021490086606,4,25.79,19,4,8
121.8,2025-08-11 21:38:43,-73.83243582075575,40.87671842034045,-73.86974288484733,40.61355519183252,1,29.43,21,0,8
102.75,2024-12-22 12:05:42,-73.9643238091711,40.56591588454518,-73.95351496608463,40.84018778435406,2,30.51,12,6,12
121.99,2025-05-27 03:25:40,-73.91897122519896,40.903966105211396,-73.74336261479014,40.61300960395509,4,35.57,3,1,5
101.9,2025-07-05 09:28:33,-73.90820828606911,40.851510640275166,-73.91817072175682,40.628509494071224,4,24.81,9,5,7
69.48,2025-05-12 06:44:34,-73.87868091673774,40.61681079711493,-74.03460920381006,40.72710256005541,4,17.98,6,0,5
66.27,2025-04-29 01:28:57,-73.92830571118226,40.794134796253964,-74.01905686856774,40.94968553640648,1,18.9,1,1,4
59.33,2025-05-09 05:57:57,-74.0234500327585,40.86760257823957,-74.03864504192798,40.72209989198842,1,16.23,5,4,5
50.57,2024-10-27 12:32:55,-73.88701362190265,40.85479810753535,-73.97653373871755,40.88748687665418,1,8.36,12,6,10
58.77,2024-09-13 07:35:02,-73.88648929408141,40.729038745657334,-73.91740218734849,40.591274160798456,2,15.54,7,4,9
44.05,2025-04-24 02:33:28,-73.90688453308941,40.67924996249189,-73.84407580241486,40.667324636474504,2,5.46,2,3,4
66.74,2025-01-29 19:40:00,-73.91748102069798,40.757844109815096,-73.7438014197169,40.80140940212708,3,15.41,19,2,1
90.36,2025-03-08 00:20:41,-73.73120012381894,40.67221561152892,-74.01540875684873,40.58917841092222,1,25.7,0,5,3
124.14,2025-01-04 21:09:24,-73.70759138198814,40.576468068181306,-73.78342950891118,40.86071816366189,3,32.25,21,5,1
90.42,2024-10-20 19:48:38,-74.00798222042438,40.789420705637745,-73.80541732129849,40.92998567141812,2,23.12,19,6,10
96.39,2025-04-16 03:32:39,-73.7862775803405,40.892996077343724,-73.70821571692673,40.69937038990324,4,22.51,3,2,4
55.85,2024-11-12 19:49:34,-73.71263959902107,40.920507701192236,-73.88585613342931,40.93737641625132,4,14.67,19,1,11
45.81,2024-10-05 02:44:24,-73.70187260852316,40.64499355740567,-73.81965251519155,40.64910432395816,2,9.95,2,5,10
62.29,2024-10-27 05:38:39,-73.74966148199002,40.6224261051671,-73.88303979048048,40.599078380371786,3,11.55,5,6,10
118.88,2025-02-02 20:56:45,-74.00700355519864,40.74080038644521,-73.72501019251186,40.56194158149895,3,31.01,20,6,2
89.26,2024-10-06 12:23:13,-73.84680348855923,40.728435661102814,-73.79146402443638,40.88252191974259,2,17.76,12,6,10
79.07,2025-01-26 04:20:29,-73.91116701097808,40.695240078094486,-73.91528588497957,40.884148835650606,1,21.01,4,6,1
109.61,2025-02-24 21:45:17,-73.90483574167499,40.77882962330967,-73.81628178478782,40.55444750729578,2,26.04,21,0,2
65.14,2024-08-24 23:53:37,-73.82448047243139,40.692487810282984,-74.00292680983851,40.61833590028182,2,17.16,23,5,8
120.77,2025-08-12 12:40:14,-73.86401024888961,40.594464597900505,-73.75123928065865,40.8581596082446,2,30.82,12,1,8
119.33,2025-04-21 07:24:16,-74.02175426088313,40.71333769270551,-73.71025245059515,40.790397577245905,1,27.6,7,0,4
83.43,2025-03-16 15:39:05,-73.98761607082216,40.90339140288032,-73.85717831884989,40.78388667002401,1,17.23,15,6,3
49.04,2025-05-05 08:17:03,-73.72767461590263,40.73119787417483,-73.74140061305759,40.63237901355706,4,11.05,8,0,5
98.79,2025-05-05 04:25:12,-73.94273202262367,40.851861401439265,-73.89610773679716,40.62724523341016,1,25.28,4,0,5
75.77,2025-01-26 09:06:56,-73.82227872692263,40.55815214161325,-73.70580070921795,40.71908701491102,1,20.42,9,6,1
90.73,2025-08-06 06:45:47,-74.0170522093036,40.66123751296347,-73.71976009838039,40.55873201912766,4,27.56,6,2,8
147.83,2025-05-27 08:51:22,-73.9634738860059,40.55908963340903,-73.9857842622509,40.87894886025297,4,35.62,8,1,5
156.48,2024-10-04 08:40:29,-73.70554674707917,40.94999785830045,-74.03044224030606,40.56950144574511,2,50.39,8,4,10
47.18,2024-11-24 21:15:07,-73.82038386078268,40.87996557192419,-73.88636539620946,40.94316018160158,1,8.95,21,6,11
24.89,2025-02-04 04:33:42,-73.81884784577122,40.84731834250255,-73.84347858738778,40.84431783472843,1,2.1,4,1,2
132.95,2024-11-15 16:35:35,-73.79858737174528,40.596696087332475,-73.98380890144783,40.88001104368425,3,35.16,16,4,11
96.25,2025-01-20 13:36:40,-74.00242012828758,40.608093818589666,-73.75922230136364,40.617788628548915,1,20.56,13,0,1
70.44,2025-03-14 04:44:15,-73.9834424513227,40.60221074787006,-73.75426905944416,40.643975283557616,1,19.89,4,4,3
123.01,2025-03-08 18:25:06,-73.70703186321501,40.6250626909378,-73.87919393218897,40.881817103188304,3,32.02,18,5,3
132.43,2024-08-30 11:17:43,-74.00144689571304,40.92688480191564,-73.94461229570733,40.6077868822947,1,35.8,11,4,8
97.44,2024-10-28 02:14:43,-73.91739691588616,40.829561921650686,-73.71071276561499,40.6750323770691,2,24.46,2,0,10
101.34,2024-11-23 06:10:22,-74.03944864916076,40.74739599267214,-73.72820817245083,40.79908574531567,4,26.83,6,5,11
93.96,2025-06-18 10:12:48,-73.80448475449006,40.708692185256105,-73.884448098608,40.93488024103783,2,26.04,10,2,6
115.24,2025-04-20 19:01:23,-73.877730042336,40.598116448655915,-73.72540329684979,40.86270008726956,4,32.1,19,6,4
103.5,2025-06-19 07:01:44,-73.90090798680573,40.918848176886534,-73.86242497074306,40.72867938269258,1,21.39,7,3,6
73.24,2025-03-30 04:35:44,-73.80062357416053,40.78775538662632,-73.70365073359139,40.94029458980795,1,18.82,4,6,3
106.56,2025-06-25 21:35:59,-73.79955030925757,40.59091048283325,-73.72388654411374,40.85632050481484,2,30.19,21,2,6
110.87,2024-10-04 23:13:38,-73.72528799220028,40.66253932727551,-74.01660007133272,40.58783061282963,4,25.95,23,4,10
50.53,2024-10-08 04:18:37,-73.92923904084267,40.67139092478312,-73.8676638684709,40.71836236114859,4,7.36,4,1,10
64.0,2025-03-04 17:36:57,-73.78050557850392,40.699622614243644,-73.78905655827216,40.78956381442594,1,10.03,17,1,3
99.87,2024-11-15 02:19:48,-73.75215332860391,40.93190523123934,-73.95154382437988,40.69099020269386,1,31.61,2,4,11
75.49,2025-05-29 22:02:04,-74.04935185825786,40.82873805337402,-73.96072412706326,40.726351228107035,1,13.61,22,3,5
99.78,2024-08-28 22:22:30,-73.90783522641438,40.91916166992501,-73.95476204620819,40.6648542055061,1,28.55,22,2,8
81.26,2025-08-12 19:08:41,-74.00937184083801,40.66725558577961,-73.76443743783334,40.63025438948075,3,21.07,19,1,8
41.29,2025-07-06 22:26:23,-73.70886899747754,40.79813630354427,-73.72582607405977,40.844725656455495,1,5.37,22,6,7
114.04,2025-07-23 19:12:18,-73.92591721411145,40.77541880080509,-73.88732996534767,40.56111323338968,1,24.05,19,2,7
90.62,2024-09-06 15:12:42,-73.80085078798415,40.65159332252654,-73.9042695027325,40.89668852716318,2,28.61,15,4,9
123.17,2024-12-25 04:27:48,-73.86724703462788,40.92306322100562,-73.80824369748237,40.6174742865669,2,34.34,4,2,12
70.12,2025-03-25 01:45:31,-73.8290338737028,40.86060097516119,-73.93891677146337,40.70634928013148,3,19.49,1,1,3
53.79,2025-07-19 05:00:34,-73.74214165019033,40.742417995375,-73.84783185090815,40.76298160809271,4,9.19,5,5,7
70.93,2025-03-20 15:55:26,-73.91082772016716,40.70900751749086,-73.93220037191091,40.832924640005245,4,13.9,15,3,3
98.63,2025-05-08 23:49:06,-74.02500731458714,40.71628058833237,-73.91866175232414,40.918099830026954,2,24.16,23,3,5
88.63,2025-01-21 10:12:43,-74.0134661710391,40.73404745354818,-73.8630512464414,40.598705750685724,4,19.68,10,1,1
52.43,2025-03-02 09:20:58,-74.02994069166131,40.61286415013378,-73.9162104170583,40.60067655904599,1,9.7,9,6,3
36.22,2025-08-04 08:44:35,-73.86146525496255,40.78834707098884,-73.82431905189917,40.78813535420272,3,3.13,8,0,8
105.04,2024-09-06 11:31:08,-73.8427143421281,40.663250939876434,-73.9489327216458,40.84310411565766,2,21.91,11,4,9
115.85,2025-01-11 11:33:12,-73.70075148300488,40.69621418516059,-73.95998727139657,40.945087975655916,1,35.24,11,5,1
56.96,2024-09-06 22:14:23,-73.95155384848555,40.948336794046746,-73.93899419964755,40.82876059270649,3,13.34,22,4,9
89.79,2024-08-22 08:34:45,-74.04169760248263,40.78594252374683,-73.93284444805761,40.60518531604812,3,22.1,8,3,8
109.63,2024-10-21 03:47:24,-73.93994063874179,40.750017466829625,-73.71644885920635,40.8731523253404,1,23.26,3,0,10
81.11,2025-07-22 12:16:16,-73.72745199958199,40.57713265519769,-73.95832717650377,40.6827958991422,1,22.75,12,1,7
68.72,2025-07-21 19:01:41,-73.74649716073318,40.88260273017735,-73.8830079407058,40.867758520319185,3,11.6,19,0,7
39.85,2024-08-22 12:26:56,-73.99833741663122,40.75531918307842,-74.0344074631499,40.68803327836922,2,8.08,12,3,8
76.67,2025-02-27 21:36:50,-73.86863473321696,40.846902327363374,-73.99421244172098,40.725535275352335,2,17.14,21,3,2
96.18,2025-02-20 20:34:20,-73.7810991037461,40.91819274350428,-74.04384235893549,40.78329582503477,3,26.71,20,3,2
83.68,2024-10-17 01:00:41,-73.76335401027421,40.81674787704827,-74.0031014914765,40.864682553470544,4,20.86,1,3,10
76.06,2025-05-02 03:19:36,-73.91522652420996,40.64089784993942,-73.95322258217251,40.796088637318995,4,17.55,3,4,5
97.73,2025-03-14 17:56:22,-73.71838335818589,40.80606683802895,-73.82174154490266,40.55990785012287,4,28.73,17,4,3
47.3,2025-05-07 00:31:52,-73.75851715370528,40.80094285267614,-73.717954395889,40.7325112456144,4,8.34,0,2,5
87.88,2024-12-22 09:47:51,-74.04662018876306,40.844552857049884,-73.94326990744484,40.7002520022548,2,18.25,9,6,12
78.14,2025-03-19 06:18:35,-73.7844186850696,40.703802301893965,-73.95602376037596,40.57421389680264,1,20.43,6,2,3
72.77,2025-04-14 12:16:31,-73.71840371539668,40.8028501022642,-73.91205452594272,40.7384442723248,1,17.81,12,0,4
81.5,2024-11-12 10:25:47,-73.86601979790458,40.832747667339504,-74.03115982966244,40.71906942062185,1,18.79,10,1,11
68.72,2024-11-20 18:14:12,-73.99949184573106,40.82865751286571,-73.98836806658457,40.69723116793318,1,14.64,18,2,11
92.47,2025-05-22 10:24:45,-74.01839838332393,40.678176372760284,-73.85284033296158,40.82134398124856,1,21.16,10,3,5
125.3,2024-11-16 07:57:18,-73.93570336189329,40.63998211138182,-73.70166720231609,40.84856733444986,1,30.44,7,5,11
35.63,2024-10-15 07:51:32,-73.79049245020425,40.55657703263632,-73.75420507737827,40.57928489374342,3,3.97,7,1,10
141.66,2024-10-29 06:36:24,-73.84985260262599,40.92861354137122,-73.96513358439199,40.59955319145851,3,37.86,6,1,10
140.79,2024-09-09 11:52:10,-73.80864428086363,40.90742451779814,-73.725308396518,40.60500951702353,3,34.35,11,0,9
104.52,2025-05-29 22:36:25,-73.70410378181208,40.65211104785993,-73.96173253475745,40.810551565697196,2,27.96,22,3,5
84.61,2025-02-01 03:21:49,-73.84558302794689,40.57910166908433,-73.72723395376339,40.78917608324145,2,25.4,3,5,2
45.07,2025-06-29 08:43:32,-73.86770597765192,40.808185228207165,-73.95936622849638,40.84640368186831,2,8.81,8,6,6
56.9,2024-12-02 04:56:17,-73.8091313916127,40.70705578606569,-73.80055651279147,40.82895019375565,3,13.57,4,0,12
133.53,2024-09-20 19:44:34,-73.97640194926133,40.62204252950606,-73.84595165527472,40.91911206955421,4,34.81,19,4,9
111.66,2025-03-25 21:46:43,-73.82971938152832,40.92005274317541,-73.89414270649178,40.66459051378277,1,28.92,21,1,3
134.23,2025-03-16 00:51:19,-73.75740223851096,40.92222711411452,-74.02389958365711,40.63644231867231,4,38.9,0,6,3
